time,open,high,low,close
11/15/04,0.8796014601848886,0.8853212420419238,0.8647579374720858,0.8647579374720858
11/22/04,0.8653376634636872,0.8713936455444621,0.8632520965015431,0.8659002461691866
11/29/04,0.8733153165597969,0.8834265074813132,0.861930927,0.8670932466900776
12/6/04,0.8718537239480061,0.9089351189762509,0.8673965985369098,0.9074704445211788
12/13/04,0.9101669740885119,0.9178196098737085,0.9012970029418421,0.9012970029418421
12/20/04,0.9019001933228064,0.9149680336210813,0.8966385482634189,0.9107989069347187
12/27/04,0.9110444414189299,0.9315882220096375,0.9021534894334533,0.9220173228310503
1/3/05,0.9455777168450442,0.9455777168450442,0.9206991467072884,0.9404352237093688
1/10/05,0.9377273501482853,0.9440757487340744,0.9180525536723165,0.9287983367678788
1/18/05,0.9313226463761252,0.9389027580570041,0.911026898,0.911026898
1/24/05,0.9108667361097951,0.9199195097578363,0.9055090147299509,0.9130556748653081
1/31/05,0.9300031914230772,0.9663966597540391,0.9300031914230772,0.9663966597540391
2/7/05,0.9657710519855597,0.9788445851815745,0.9503103585943103,0.9556395211501902
2/14/05,0.9490986794902054,0.9527599324644548,0.9376333536585366,0.9378614659649124
2/22/05,0.9200859642774833,0.9286906335632183,0.9063129762880476,0.9286906335632183
2/28/05,0.9249422202248673,0.9415114462886122,0.9192241011029412,0.9415114462886122
3/7/05,0.9421045369103099,0.9435732403064215,0.9028608824805048,0.9028608824805048
3/14/05,0.9066379637681797,0.915992574,0.8971102859728507,0.9048864528843524
3/21/05,0.9189261082502063,0.92818447,0.9182182859943797,0.925554868
3/28/05,0.9254600351001177,0.934177123,0.9138152900365044,0.9215269758329423
4/4/05,0.9250872133130366,0.9377408997175142,0.925083772,0.925083772
4/11/05,0.9230470093370681,0.9285781575630251,0.8998243077415821,0.8998243077415821
4/18/05,0.8966519776733256,0.9000495753796622,0.8770336663672041,0.8879992191749251
4/25/05,0.8935714300873288,0.8962571072497122,0.8798319971820282,0.8898482157212882
5/2/05,0.8961390825411546,0.9283246137932156,0.8961390825411546,0.9205444710724364
5/9/05,0.921080687,0.9251280753344285,0.9115520074222553,0.9197909718712753
5/16/05,0.9249056325113717,0.9564284029840103,0.9244123495331578,0.9564284029840103
5/23/05,0.9568284617414249,0.9623473585991845,0.9527970537377598,0.9594572884431709
5/31/05,0.9694106451145958,0.9729181158198892,0.9527778185914157,0.9540807623903249
6/6/05,0.9460642011278195,0.9582888435502959,0.9448753632508834,0.9477135865790709
6/13/05,0.9431865631861714,0.9548473370812838,0.9384372532640245,0.9406506807242723
6/20/05,0.9312007878925809,0.9420451796695731,0.9156223261098693,0.9156223261098693
6/27/05,0.9176081721203124,0.9490447775175643,0.9163003067638351,0.9490447775175643
7/5/05,0.9561190529175525,0.9744189814053433,0.9452591377442902,0.9744189814053433
7/11/05,0.9728073803449091,0.9973907958311292,0.9728073803449091,0.9909217441141499
7/18/05,0.9914865737639242,0.9970922637861065,0.9808660836396412,0.9877537580683156
7/25/05,0.9901180058601022,0.9921469363761337,0.982321533,0.9842080494609878
8/1/05,0.9786683296193129,0.9822717001788412,0.9553849928833792,0.955930908
8/8/05,0.9599054078584559,0.9657303011910217,0.9368325025506421,0.9386668964560809
8/15/05,0.947456973,0.9541514508696634,0.929899973,0.9523743233086416
8/22/05,0.9495974917883211,0.9499650011376564,0.9403035909195139,0.9403035909195139
8/29/05,0.9356176653732025,0.9606542381691793,0.9356176653732025,0.9395528953672316
