time,open,high,low,close
11/18/04,0.8796014601848886,0.8853212420419238,0.8796014601848886,0.8832723904912122
11/19/04,0.8795605008854797,0.8795605008854797,0.8647579374720858,0.8647579374720858
11/22/04,0.8653376634636872,0.8671576077864293,0.8632520965015431,0.8671576077864293
11/23/04,0.8685101263368983,0.8713370089385475,0.8674379125670841,0.8713370089385475
11/24/04,0.8709473445242254,0.8713936455444621,0.8705130630410656,0.8705130630410656
11/26/04,0.8666654914917127,0.8701691134043497,0.8633670192177589,0.8659002461691866
11/29/04,0.8733153165597969,0.8733153165597969,0.861930927,0.861930927
11/30/04,0.8628752585408861,0.8696725964585906,0.8624146038317552,0.8653966640070923
12/1/04,0.8649655938604239,0.8715965317320404,0.8649655938604239,0.8715965317320404
12/2/04,0.8680452408342482,0.8834265074813132,0.8680452408342482,0.8794807715239154
12/3/04,0.8790062371239425,0.8814393419642857,0.8648726041304348,0.8670932466900776
12/6/04,0.8718537239480061,0.8748210998450299,0.8717397981086431,0.8748210998450299
12/7/04,0.8739609741721855,0.8739609741721855,0.8673965985369098,0.8673965985369098
12/8/04,0.8940375673515982,0.9005234658671587,0.8926288485864231,0.8926288485864231
12/9/04,0.8952146763428571,0.901509653,0.8952146763428571,0.901509653
12/10/04,0.9089351189762509,0.9089351189762509,0.9070558000461786,0.9074704445211788
12/13/04,0.9101669740885119,0.9101669740885119,0.9041288160292598,0.9062704338419495
12/14/04,0.9097652798823765,0.9178196098737085,0.9097652798823765,0.9178196098737085
12/15/04,0.906372675,0.9115747002558082,0.906372675,0.9115747002558082
12/16/04,0.9097979022964533,0.9164886205331092,0.9097979022964533,0.9164886205331092
12/17/04,0.904697601,0.9073313526724531,0.9012970029418421,0.9012970029418421
12/20/04,0.9019001933228064,0.9025424173991436,0.8966385482634189,0.8966385482634189
12/21/04,0.9052176698391117,0.9074483661239259,0.9038529232690126,0.9074483661239259
12/22/04,0.9080128233031675,0.9149680336210813,0.9080128233031675,0.9149680336210813
12/23/04,0.9132457009282319,0.9141906061293984,0.9107989069347187,0.9107989069347187
12/27/04,0.9110444414189299,0.9110444414189299,0.9021534894334533,0.9021534894334533
12/28/04,0.9045272742008105,0.9119459247239126,0.9045272742008105,0.9119459247239126
12/29/04,0.9194981498178507,0.9315882220096375,0.9194981498178507,0.928108037
12/30/04,0.9311284758620689,0.9311284758620689,0.9237278295687885,0.9237278295687885
12/31/04,0.9252566788468236,0.9252566788468236,0.9220173228310503,0.9220173228310503
1/3/05,0.9455777168450442,0.9455777168450442,0.9319753061366806,0.9319753061366806
1/4/05,0.939163698,0.939163698,0.9255822764196827,0.9255822764196827
1/5/05,0.9262582311111112,0.9262582311111112,0.9206991467072884,0.9206991467072884
1/6/05,0.9269110360169494,0.9365218129351869,0.9269110360169494,0.9365218129351869
1/7/05,0.9395635186505107,0.9410494872901678,0.9333174435008256,0.9404352237093688
1/10/05,0.9377273501482853,0.9440757487340744,0.9377273501482853,0.9417204679380214
1/11/05,0.9344607231791702,0.9344607231791702,0.9301225565052234,0.9302463294844044
1/12/05,0.9244297953904045,0.9258254185855824,0.9180525536723165,0.9258254185855824
1/13/05,0.928314006,0.928314006,0.9185981336624099,0.9185981336624099
1/14/05,0.9300388537568145,0.9313043947768442,0.9287983367678788,0.9287983367678788
1/18/05,0.9313226463761252,0.9389027580570041,0.9301912209231841,0.9389027580570041
1/19/05,0.9312376436665049,0.9331421409952605,0.9312376436665049,0.9318175027963801
1/20/05,0.9319905985280152,0.9319905985280152,0.926369978,0.926369978
1/21/05,0.9255650027020313,0.9255650027020313,0.911026898,0.911026898
1/24/05,0.9108667361097951,0.9122007731899173,0.9055090147299509,0.9055090147299509
1/25/05,0.9133536223841993,0.9199195097578363,0.9133536223841993,0.9192191195030495
1/26/05,0.9148781291382952,0.9151391791988757,0.913835125,0.9151391791988757
1/27/05,0.9178914917608286,0.9192862802546964,0.9178914917608286,0.9179264856874708
1/28/05,0.9159919845488214,0.9161238022466651,0.9130556748653081,0.9130556748653081
1/31/05,0.9300031914230772,0.9347288299025668,0.9300031914230772,0.9326191570345809
2/1/05,0.9354996628652886,0.9412087683910774,0.9354996628652886,0.9405589067556042
2/2/05,0.9399114928943629,0.943739306,0.9399114928943629,0.9435211083965845
2/3/05,0.9548379025505294,0.9548379025505294,0.949626778,0.949626778
2/4/05,0.9537378807405625,0.9663966597540391,0.9537378807405625,0.9663966597540391
2/7/05,0.9657710519855597,0.9706656544705597,0.9657710519855597,0.9706656544705597
2/8/05,0.9725509,0.9751175671132765,0.9711709869978228,0.9725593052737046
2/9/05,0.9788445851815745,0.9788445851815745,0.9622726289034131,0.9622726289034131
2/10/05,0.9604701148567301,0.9604701148567301,0.9553160454110898,0.9554089549700598
2/11/05,0.9522158956791598,0.9556924333491461,0.9503103585943103,0.9556395211501902
2/14/05,0.9490986794902054,0.9490986794902054,0.9443532730471498,0.9453248864864865
2/15/05,0.9496376145371731,0.9496376145371731,0.9480332073743541,0.9480332073743541
2/16/05,0.9522406752739425,0.9527599324644548,0.949531888,0.949531888
2/17/05,0.9505777248353714,0.9505777248353714,0.9387007357828224,0.9387007357828224
2/18/05,0.9383390329339657,0.9383390329339657,0.9376333536585366,0.9378614659649124
2/22/05,0.9200859642774833,0.9200859642774833,0.9063129762880476,0.9063129762880476
2/23/05,0.915889569,0.915889569,0.9134849014925374,0.9142501985260248
2/24/05,0.912752547,0.9230969529194553,0.912752547,0.9230969529194553
2/25/05,0.9220262289794978,0.9286906335632183,0.9220262289794978,0.9286906335632183
2/28/05,0.9249422202248673,0.9249422202248673,0.9192241011029412,0.923626064
