time,open,high,low,close,Volume
5/31/01,37.05372368,37.38380926,37.04401528,37.15080768,4914400
6/1/01,37.231711,37.50677908,37.00518492,37.39999316,5084400
6/4/01,37.57150821,37.61681407,37.31585046,37.55532431,2036400
6/5/01,37.66858573,38.18637026,37.66858573,38.12488373,1124800
6/6/01,38.02456361,38.11840823,37.75272843,37.81097882,557000
6/7/01,37.76567296,38.00514681,37.66535283,37.98896614,473400
6/8/01,37.84657629,37.85952406,37.36115633,37.66535283,339400
6/11/01,37.57150821,37.57150821,37.08608825,37.280253,111400
6/12/01,36.9242816,37.3643957,36.69451291,37.29966656,129200
6/13/01,37.2640691,37.42264285,36.95016419,36.96634809,217200
6/14/01,36.68157162,36.68157162,36.11524833,36.11524833,181800
6/15/01,35.87253835,36.24792331,35.7107317,36.0278695,1067400
6/18/01,36.12495349,36.18967615,35.79810405,35.79810405,282600
6/19/01,36.34177441,36.35148281,35.74956206,35.89842094,1777600
6/20/01,35.84017378,36.29322918,35.84017378,36.27705498,476000
6/21/01,36.24469042,36.71392971,36.16378709,36.56830372,240400
6/22/01,36.53593916,36.53593916,36.16378709,36.33530214,180600
6/25/01,36.40018677,36.45858279,35.93950705,36.10171822,30400
6/26/01,35.7189031,36.18931225,35.70592296,36.00763898,146600
6/27/01,36.07576443,36.23148391,35.83893612,36.01087996,114000
6/28/01,36.27041783,36.78300513,36.27041783,36.45209435,357400
6/29/01,36.35152342,36.8608665,36.30610429,36.65972464,215000
7/2/01,36.52995895,36.96468165,36.52995895,36.75705135,290000
7/3/01,36.70838475,36.77327571,36.60457285,36.73758925,56800
7/5/01,36.62403819,36.6402593,36.31908119,36.31908119,627600
7/6/01,36.01087996,36.03683375,35.36203528,35.36203528,777000
7/9/01,35.50153364,35.75134209,35.45936198,35.58913092,850000
7/10/01,35.77080418,35.78702854,35.11871852,35.11871852,218000
7/11/01,35.18360299,35.20631255,34.79753716,35.16413765,47200
7/12/01,35.50802533,36.04007797,35.50478111,35.99790631,64800
